study,survey,case,data_type,stage_id,stage,pnum,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,15,0,3,-3,4,5,-3,-5,2,5,2,4,4,3,-5,-5,3,0,3,-3,-4,5,-3,4,0,3,-5,4,4,0,2,-2,-3,4,-4,0,-1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,7,6,2,1,NA,NA,NA
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,16,-2,-2,-5,4,4,-4,-4,-3,-3,-4,-4,0,-4,-5,-4,2,-5,3,-5,-2,4,-4,-3,0,3,-1,-3,1,-3,-4,-3,3,-1,2,3,1,-5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,6,4,3,NA,NA,NA
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,18,0,4,-5,3,4,1,-3,-2,2,0,-2,4,3,-5,-5,1,-3,0,2,0,4,1,2,3,3,4,5,1,5,2,3,2,5,-3,3,-5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,6,3,4,NA,NA,NA
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,19,4,0,-4,2,5,-2,3,-2,0,2,0,-2,5,-3,-5,2,-4,-3,2,-5,3,-4,-5,1,-3,4,-3,-4,2,0,-4,3,4,0,3,-4,-5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,5,4,6,7,NA,NA,NA
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,20,0,-1,-5,3,5,1,3,-4,-4,-3,-3,5,3,5,0,5,-2,4,0,5,-3,-5,-2,-3,4,-5,-5,-1,2,3,-5,5,5,5,5,5,-5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,6,4,3,7,NA,NA,NA
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,24,5,3,-4,4,5,3,1,1,-4,1,2,5,1,-5,-5,2,-2,-3,2,4,5,5,2,0,3,3,5,3,2,4,3,-5,5,-4,2,-4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,7,6,5,4,3,NA,NA,NA
UBC Biobank,biobanking_mayo_ubc,UBC Bio,Likert,2,Post-Delib,25,-1,-3,-5,-2,4,1,4,1,0,-2,-2,2,2,-3,-4,3,-4,-2,-4,2,3,-4,-1,-3,1,4,1,-2,-2,2,-2,-3,5,0,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,4,3,7,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,1937,3,2,0,5,5,-1,0,-3,1,2,2,3,4,-5,-5,2,-2,-5,-1,-1,4,-3,4,0,-2,0,2,2,2,5,-1,5,5,-1,-4,-5,4,4,4,-5,-5,-5,2,-2,2,3,3,4,3,NA,3,1,4,6,7,5,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,2782,5,5,-5,5,5,-1,1,-4,4,1,1,5,3,-5,-5,3,0,-1,1,4,5,5,2,3,-5,5,4,4,4,-1,-3,5,5,5,4,5,1,5,5,-5,-3,5,5,-3,-3,-5,5,4,2,NA,1,2,6,5,7,4,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,3043,-2,2,1,4,4,2,0,-3,5,2,2,3,4,-5,-5,2,-5,-4,0,4,5,5,-5,-1,1,5,0,2,-5,2,-3,-2,-4,-3,0,-5,5,3,5,-5,-5,-2,-1,-2,-3,2,5,0,-4,NA,1,2,6,3,7,5,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,5070,0,1,0,2,5,-3,2,-2,-2,0,0,1,5,-5,-3,3,-2,1,0,0,-2,-5,-2,-2,3,0,0,1,-2,-2,0,5,5,5,5,0,0,1,5,0,5,5,5,-2,0,0,2,0,-4,NA,3,5,6,4,7,1,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,5121,4,3,-4,-2,5,0,0,-2,3,-1,-3,3,-2,-5,-5,3,-4,-4,4,-3,4,-5,0,2,-3,-3,-4,3,0,-3,-3,4,4,-4,-3,-5,4,3,5,-4,-4,-4,-4,-4,4,3,0,4,-2,NA,1,2,5,7,6,3,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,5440,1,-2,-4,-1,3,-4,-2,-3,-4,-3,-3,4,4,4,-3,5,-2,4,-2,4,4,-4,1,-1,-2,3,-2,-3,1,-4,-4,4,4,4,3,4,-2,-3,3,-2,4,3,4,-1,3,4,4,-3,3,NA,5,2,6,1,3,7,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,5467,-1,-2,-3,-4,5,4,5,-1,1,4,-4,3,4,-4,-4,2,3,0,-2,-3,3,-1,-4,0,-3,4,1,-2,-3,-1,-4,5,5,5,3,-2,-3,2,5,-5,0,-1,0,-4,2,3,-1,-1,4,NA,1,2,6,3,5,7,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,5809,5,-5,-5,3,5,5,-2,-5,5,-5,5,5,0,-5,-5,5,-5,0,-5,-5,5,-5,5,5,5,5,0,-5,5,-5,5,5,5,5,0,-5,5,-5,5,-5,-5,5,5,-5,5,-5,5,5,-5,NA,1,2,3,4,7,6,5,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,6763,0,0,-5,3,5,-4,0,4,0,-5,-4,4,5,-5,-4,3,-2,4,-5,3,5,5,0,1,3,5,-5,-5,0,-2,-5,5,4,4,2,1,-2,-2,5,-5,4,4,5,5,2,5,3,-3,-5,NA,4,1,6,2,7,3,5,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,6828,2,-3,0,5,5,4,-1,0,-3,0,-2,0,3,-5,-4,2,-3,2,-2,4,3,3,-4,-2,-1,4,5,-1,2,-1,2,3,3,2,-2,-3,2,-3,4,-5,3,-2,5,2,2,3,5,3,0,NA,1,5,4,3,2,6,7,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,6874,-2,0,-1,5,5,-5,0,0,2,2,2,-2,4,-5,-3,4,-4,-3,3,1,2,-2,2,-5,1,4,3,2,4,2,-2,1,4,3,2,-5,3,-2,2,-3,-3,2,3,-3,1,1,3,-2,2,NA,1,4,5,2,3,6,7,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,8028,5,1,-1,5,5,2,1,3,5,3,3,5,3,-5,5,5,5,5,2,5,5,5,5,1,0,5,5,2,5,2,2,-5,-4,5,1,0,5,1,5,-5,2,5,5,-5,0,2,5,5,0,NA,4,1,5,6,7,3,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,8391,5,0,0,5,5,-5,-2,-5,5,-5,-5,5,5,-5,-5,5,-5,3,-4,3,5,1,-4,-4,-5,5,5,4,-3,-1,-3,2,3,3,-3,-3,-3,-4,5,-5,3,-3,-3,-2,2,3,5,5,0,NA,2,4,5,6,7,3,1,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,8691,5,5,-1,-2,-4,-1,1,-4,-5,-1,-1,1,5,5,2,5,5,5,-1,-5,4,-5,-5,5,5,-5,-5,4,-5,2,-3,-3,1,5,5,5,-3,-2,5,-5,-3,5,-4,-4,-1,-1,5,5,4,NA,7,3,4,6,5,1,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,1,Pre-Delib,9227,-1,0,-4,5,5,-5,-3,3,0,-3,-3,5,5,-5,-5,5,-5,-3,5,0,5,0,-3,-4,4,4,4,0,5,2,-1,0,3,3,-3,-5,3,1,3,-5,-5,5,4,4,2,0,2,2,0,NA,1,3,7,2,6,5,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,1937,2,0,-5,2,4,-2,1,-1,1,2,-2,2,4,-4,-4,3,-3,-2,-1,-5,5,-5,2,0,-1,1,0,0,1,3,-3,5,4,0,0,-5,2,0,3,-3,-5,3,4,-3,2,-3,3,0,3,NA,4,1,5,7,6,3,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,2782,5,-2,-5,4,3,-5,-5,0,-3,-1,-1,-1,3,4,-5,3,1,-2,-1,1,-2,-5,-2,3,-5,2,-3,-5,0,1,-2,5,4,2,2,5,-1,-2,5,-5,3,4,4,-5,4,4,-2,4,-1,NA,2,6,4,5,7,3,1,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,3043,2,0,-3,4,5,1,1,-2,5,4,2,1,2,-5,-3,2,-4,-5,-1,3,4,2,-2,2,-2,5,4,1,-1,2,-2,3,2,-3,-5,-4,5,1,5,-5,2,-1,1,-1,3,-4,5,3,2,NA,2,1,6,4,7,5,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,5070,-1,-3,-5,2,5,0,3,-3,1,0,0,2,5,-5,-4,2,-4,-1,-5,-4,0,-4,2,0,2,-4,-3,-1,-3,0,0,5,5,0,4,-5,-1,3,5,0,5,5,5,-3,3,2,2,-2,0,NA,1,2,7,3,6,5,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,5121,4,4,-3,4,5,-3,0,-2,2,-3,0,3,-1,-5,-5,1,-4,-5,-2,-4,5,-5,3,2,-3,-4,1,0,-1,-4,-4,5,1,-5,3,-4,1,5,5,-2,2,2,2,-5,4,3,-2,5,-3,NA,1,4,6,5,7,3,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,5440,-2,-5,-5,2,4,-3,0,-3,-4,-3,-3,2,4,4,-3,5,-3,4,0,1,4,-5,-2,2,-4,-4,-5,-5,-3,-1,-5,5,3,4,4,5,-4,-2,4,-3,4,4,5,-2,4,5,2,-2,1,NA,5,2,6,1,3,7,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,5467,-2,-3,-3,0,4,-4,3,-1,1,-1,-1,1,4,-4,-4,5,-2,-1,-5,-3,4,-4,0,-1,-3,4,0,-5,-1,-2,-5,5,4,3,-2,-5,-4,3,5,-5,2,4,4,-3,3,2,1,-1,5,NA,1,2,5,3,7,6,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,5809,3,-5,-5,-5,5,-3,-3,0,2,-4,-3,5,2,5,-2,2,4,-2,-5,-3,4,-4,-2,4,-2,3,-3,-4,0,-3,-4,4,5,5,4,3,3,-3,4,-5,4,4,4,-5,4,3,-4,5,2,NA,4,2,6,1,7,5,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,6763,1,-3,-5,2,3,-4,-1,-1,-2,-2,-3,-1,3,-4,-2,3,0,2,0,2,1,-3,0,0,1,0,-4,1,0,-1,-3,5,4,4,2,2,-2,1,1,-5,5,4,3,0,-1,2,-2,-2,-1,NA,1,4,7,2,5,6,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,6828,4,-3,2,1,5,0,-3,-3,2,4,1,4,1,-5,-2,2,-3,3,-4,5,2,3,0,0,4,4,2,-3,-3,2,4,-1,3,4,1,-5,1,2,4,-5,1,2,3,-4,3,-3,2,4,0,NA,3,2,6,1,4,7,5,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,6874,-1,-3,-4,4,5,-4,0,0,0,2,1,-2,5,-5,-2,2,-3,-5,-1,-1,1,-3,0,-2,-1,-3,-1,-3,0,-2,-4,1,2,2,-1,-5,3,-3,5,-4,-2,1,2,2,2,3,3,1,-2,NA,1,2,6,3,7,5,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,8028,0,0,1,4,4,-3,0,0,1,-2,-1,3,2,-3,0,0,2,3,-5,3,2,2,0,2,2,2,5,0,0,0,0,3,0,0,0,-3,0,0,2,0,0,0,3,-1,3,0,3,0,2,NA,1,3,7,2,5,4,6,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,8391,3,-1,-5,5,5,-5,-1,-3,-3,-5,-5,5,5,-5,-5,4,-4,2,-5,-4,5,-5,2,-5,-5,2,0,3,3,-3,-4,5,5,-1,-1,2,3,-1,5,-5,3,2,5,-5,-3,-4,5,-3,3,NA,2,4,6,3,7,5,1,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,8691,-5,0,-5,-2,1,-1,-4,0,-5,-5,-5,2,5,5,-2,5,-5,5,-5,-5,5,-5,-2,5,3,-5,-5,-4,-4,3,-4,5,5,5,5,5,-5,2,4,0,-5,5,5,-2,4,5,-5,3,5,NA,5,4,2,7,1,3,6,NA,NA,NA
WA Biobank,biobanking_wa,WA Stakeholder,Likert,2,Post-Delib,9227,-3,1,0,5,5,-4,3,2,2,-3,-3,4,2,-5,-4,5,-3,-2,2,-5,4,-3,2,-1,0,0,3,0,2,2,-2,4,3,4,-4,-5,2,3,4,2,-4,5,4,-2,3,3,3,0,0,NA,1,2,5,4,7,6,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,1463,-1,2,1,-1,3,-3,4,-1,1,-1,-1,4,3,-4,-3,4,0,1,3,4,4,-1,3,-2,-1,0,-1,1,1,-3,0,0,1,1,1,1,-1,1,4,-4,3,1,4,-2,4,3,-1,-1,-1,NA,4,2,6,1,7,5,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,1889,5,0,-5,5,5,5,0,2,5,5,5,0,-3,-5,-5,0,-3,-5,5,0,-5,5,5,5,-5,5,5,-2,3,0,0,-5,-3,-3,-5,-5,5,0,5,-5,-5,-3,0,-5,-5,-3,5,5,0,NA,1,3,5,6,7,4,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,3385,5,3,-5,2,5,2,3,4,3,1,0,5,2,-5,-5,0,3,-3,2,0,5,5,5,5,-2,5,5,2,5,0,0,4,4,0,0,3,2,3,5,-5,4,3,4,-5,0,3,5,4,0,NA,2,4,6,5,7,3,1,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,6090,-1,2,-3,3,5,1,2,-2,1,-3,-3,5,5,-3,-5,5,-5,0,-2,3,5,-2,0,1,2,0,-2,-2,-2,-3,0,4,4,2,3,-2,3,2,4,-4,2,2,1,-1,2,3,0,0,3,NA,1,2,5,3,7,4,6,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,6179,0,0,1,-1,1,-1,2,-4,4,2,1,-2,3,0,-3,4,1,-1,0,4,4,-2,-4,-3,-1,4,4,0,-4,0,-3,4,4,3,2,1,3,0,3,-5,0,2,2,-1,1,3,1,1,0,NA,3,5,6,4,7,1,2,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,7008,2,1,-3,-2,-2,2,-3,-1,-2,2,-1,3,2,-5,-5,2,-2,-3,3,-3,5,1,0,1,-3,1,3,1,2,1,-2,5,2,3,-3,3,2,0,4,-3,2,3,2,1,1,1,3,3,0,NA,3,1,5,2,7,6,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,7043,1,0,-2,0,3,-3,0,-1,0,-4,2,4,4,-2,-4,3,-4,1,1,2,3,2,0,-2,1,4,3,1,3,2,-3,2,1,0,1,-1,0,1,3,0,3,2,3,0,1,0,4,1,4,NA,1,5,7,2,6,3,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,9061,0,-3,-5,0,5,0,0,4,5,-3,-3,3,4,-5,-5,2,-3,0,3,5,2,5,0,0,2,5,3,-4,0,0,0,-3,-3,-3,3,3,5,0,3,-4,-3,0,4,-4,-3,-5,5,0,0,NA,1,2,4,3,6,7,5,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,1,Pre-Delib,9539,-5,-5,-5,-5,5,-5,5,-5,-5,-5,-5,5,5,-5,-5,5,3,5,5,5,5,-5,0,5,5,-5,-5,0,0,-5,-5,5,5,5,5,5,-5,-5,5,5,5,5,5,5,5,5,-5,-5,0,NA,5,3,2,4,1,6,7,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,1463,-2,2,-2,-4,4,-5,2,0,-1,-4,0,4,4,-5,-5,4,-4,-4,-4,4,3,-5,3,-4,-1,-3,2,1,4,-3,-1,4,3,5,3,-4,2,0,5,0,2,4,5,-2,4,4,4,-3,3,NA,1,2,3,4,5,6,7,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,1889,5,-2,-4,5,4,3,0,-3,2,1,0,3,-1,-5,-1,0,3,-3,0,0,3,-2,1,3,-3,4,2,-3,1,-2,-1,2,4,-2,-2,-5,-2,0,3,-2,-1,2,2,-4,2,-1,3,3,0,NA,4,2,7,3,6,5,1,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,3385,0,3,-5,-4,5,-3,2,0,0,1,1,5,4,-5,-5,3,4,-2,-5,2,5,3,3,0,-5,4,-1,3,5,1,-3,4,3,-2,-1,-3,1,3,5,-5,5,5,5,-4,-1,1,4,0,0,NA,1,2,7,3,6,5,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,6090,-2,4,-5,3,5,-1,2,2,-1,-3,-3,5,4,-1,-4,4,-2,-2,-4,4,4,2,3,2,-2,-1,-3,3,1,-3,-4,5,3,3,-1,-2,3,5,5,-4,2,3,3,-5,3,-3,3,0,4,NA,1,2,7,5,6,3,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,6179,0,-1,0,-3,4,-2,2,-3,2,0,-1,4,4,-4,-3,3,2,1,-5,4,-4,-4,-5,-2,1,-5,-4,-1,-4,0,-4,5,4,2,4,1,2,1,4,-5,4,4,4,3,4,3,2,-3,0,NA,7,1,6,2,5,4,3,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,7008,1,1,-3,1,3,-1,-1,0,-2,-2,-1,5,3,-5,-5,3,-2,-1,0,-3,3,-2,1,-1,-2,-1,0,1,2,0,-2,1,3,1,0,4,-2,2,3,-3,2,2,4,-1,2,2,0,1,0,NA,2,1,6,5,7,3,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,7043,2,2,-5,-5,5,-3,0,0,3,0,0,5,3,-5,-5,2,1,-5,0,3,2,-2,2,-1,-1,5,0,0,4,2,-3,1,2,-3,-2,-3,5,2,5,0,3,-3,3,-3,2,-3,1,3,2,NA,3,4,6,5,7,2,1,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,9061,-1,-3,-2,-2,5,-1,0,0,-1,-3,-3,0,-1,-5,-3,-2,-2,-1,-4,1,1,1,2,1,2,3,-4,2,1,-2,-1,4,3,1,0,0,3,2,5,-5,-4,3,4,-3,2,2,4,-2,0,NA,1,2,7,3,5,6,4,NA,NA,NA
WA Biobank,biobanking_wa,WA Citizens,Likert,2,Post-Delib,9539,1,-3,-4,-1,-2,-1,-2,0,0,-1,-1,1,2,2,-3,3,1,3,-3,-2,1,-4,0,3,2,-5,-5,-4,2,-1,-2,0,4,4,4,5,0,3,5,-2,-2,0,0,2,-1,1,-3,2,1,NA,6,1,7,2,4,3,5,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,101,-5,3,2,5,5,0,-3,-5,5,0,0,1,3,-5,-3,3,-5,-5,3,5,5,0,5,-1,-5,4,3,3,3,5,0,0,2,-4,-2,-5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,4,5,3,6,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,102,3,3,2,3,5,-3,3,-3,-5,-5,-4,-4,4,-5,-5,4,-5,-2,-5,2,3,3,3,-3,-3,3,3,2,-3,2,-5,3,5,4,4,-3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,6,5,2,3,1,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,106,-5,-5,-5,0,5,-5,5,-5,-5,-1,-1,-1,5,-5,-5,5,-5,5,-5,-5,-5,-5,-1,3,5,5,-5,-1,5,-1,-1,5,5,5,5,5,-5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,3,2,7,6,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,107,-3,2,-5,-3,5,0,5,-4,0,1,2,3,3,-5,-5,4,-5,1,-4,1,-2,3,4,-2,-5,5,5,4,-3,5,0,0,-2,2,2,-3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,1,7,4,3,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,108,1,-4,-5,5,5,3,4,-5,0,-2,-1,2,-2,-5,-3,3,-1,5,-5,1,5,2,0,-3,-3,5,3,-1,0,1,1,-2,3,3,4,-5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,2,1,3,6,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,109,5,3,-2,-1,5,-5,4,-2,-2,2,-1,3,-5,-5,-5,5,-5,-1,-5,-4,-1,3,-3,-3,3,5,5,4,2,-2,-1,5,5,-3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,7,1,6,2,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,110,2,-5,2,4,4,-1,-5,0,3,3,3,0,1,-1,-5,5,4,-2,-5,0,5,-3,0,2,-3,5,0,-4,4,4,-3,-2,3,4,3,-3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,5,1,3,4,6,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,112,0,1,3,-1,4,3,-3,4,5,0,2,3,2,-5,-5,-2,-4,-2,3,3,3,5,0,2,0,5,4,3,4,-3,0,-1,2,-2,-3,-3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,5,7,6,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,113,3,2,0,3,3,-2,0,-3,3,-2,-2,3,3,-5,-4,3,-3,-2,-4,2,3,0,0,-3,-2,3,-1,0,-2,5,-4,-3,4,-3,1,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,5,7,4,3,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,114,2,-2,-3,-5,5,-4,4,-4,4,0,0,4,4,-2,-5,5,-5,-3,-3,4,0,-4,4,-2,-4,5,-4,3,-4,4,-1,-3,5,4,0,-5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,4,5,6,3,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,115,-4,5,0,5,4,-3,5,-3,-4,2,2,-5,2,-5,-5,5,-4,5,0,-4,0,-5,0,1,-5,3,-3,2,-2,1,4,4,4,4,4,-3,-5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,2,4,3,7,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,117,0,-5,-5,-5,5,-5,0,-5,-5,0,0,5,5,-5,-5,0,-5,0,-5,0,5,0,0,0,-5,5,0,-5,-5,5,0,-5,5,-5,-5,-5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,4,6,7,2,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,118,0,-3,0,-3,4,-3,-5,-3,2,-3,1,5,2,-4,-5,5,0,0,2,-1,3,3,2,-2,-3,3,1,-3,-3,0,0,1,3,-1,1,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,1,2,5,7,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,120,0,0,-3,-2,5,-3,1,-3,3,-2,-2,3,3,-3,-5,3,-2,-1,-5,-5,4,-5,3,0,4,-4,-4,-5,4,3,-4,0,3,2,3,-3,-4,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,2,6,4,7,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,122,1,-2,-5,0,-1,-2,3,2,-1,-2,-2,4,1,-3,-5,5,-4,2,-4,-2,1,-4,-1,-1,2,3,2,3,-1,2,-3,-1,3,-2,-3,-3,-3,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,5,3,2,7,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,126,2,-2,-4,0,3,-3,0,-2,-4,-2,-2,-2,3,-5,-5,0,-5,0,-5,-1,3,-3,0,-3,-3,4,-3,-3,-3,-2,0,-2,3,4,3,3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,2,3,6,7,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,1,Pre-Delib,127,3,5,3,0,5,-3,5,-1,3,-4,-3,0,2,-5,-3,3,-1,4,-5,0,5,5,1,4,-5,5,-1,3,0,-4,3,4,-5,5,1,-5,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,4,1,5,7,NA,NA,NA
Mayo Biobank,biobanking_mayo_ubc,Mayo,Likert,2,Post-Delib,101,-3,0,-2,5,5,-5,3,1,2,-2,0,2,2,-5,-5,2,1,-5,2,-2,1,-3,3,-1,-5,2,-2,0,4,1,0,3,3,3,0,-5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,6,4,7,NA,NA,NA
